date,mine,state,planned_production_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,rainfall_mm,equipment_downtime_hrs,blasting_delayed,blasting_delay_hrs,transport_availability_pct,labour_attendance_pct,primary_shortfall_cause,financial_year,national_annual_production_000t,state_annual_production_000t,actual_production_calibrated
11-10-2023,Gumgaon,Maharashtra,1692.69,1685.16,7.53,0.4,1.4,0,FALSE,0,86.3,96.3,transport_issue,2023-24,3441.8,1033,1685.16
12-10-2023,Gumgaon,Maharashtra,1692.69,1626.98,65.71,3.9,3.5,0,FALSE,0,96,90.9,labour_shortage,2023-24,3441.8,1033,1626.98
13-10-2023,Gumgaon,Maharashtra,1692.69,1605.79,86.9,5.1,1.1,0,FALSE,0,87.9,95.7,transport_issue,2023-24,3441.8,1033,1605.79
14-10-2023,Gumgaon,Maharashtra,1692.69,1603.76,88.93,5.3,3.4,0,FALSE,0,88,88.1,transport_issue,2023-24,3441.8,1033,1603.76
15-10-2023,Gumgaon,Maharashtra,1692.69,1617.58,75.11,4.4,5.4,0,FALSE,0,88.5,93.7,transport_issue,2023-24,3441.8,1033,1617.58
16-10-2023,Gumgaon,Maharashtra,1692.69,1608.38,84.31,5,0.6,0,FALSE,0,83.6,89.9,transport_issue,2023-24,3441.8,1033,1608.38
17-10-2023,Gumgaon,Maharashtra,1692.69,1655.29,37.4,2.2,7.8,0,FALSE,0,96.4,93,labour_shortage,2023-24,3441.8,1033,1655.29
18-10-2023,Gumgaon,Maharashtra,1692.69,1603.05,89.64,5.3,1.8,0,FALSE,0,77.9,90.4,transport_issue,2023-24,3441.8,1033,1603.05
19-10-2023,Gumgaon,Maharashtra,1692.69,1660.91,31.78,1.9,4.5,0,FALSE,0,94.3,100,transport_issue,2023-24,3441.8,1033,1660.91
20-10-2023,Gumgaon,Maharashtra,1692.69,1634.07,58.62,3.5,3.2,0,FALSE,0,92.5,93.5,transport_issue,2023-24,3441.8,1033,1634.07
21-10-2023,Gumgaon,Maharashtra,1692.69,1657.67,35.02,2.1,0.5,0,FALSE,0,82.7,96.7,transport_issue,2023-24,3441.8,1033,1657.67
22-10-2023,Gumgaon,Maharashtra,1692.69,1628.1,64.59,3.8,3.2,0,FALSE,0,90.5,100,transport_issue,2023-24,3441.8,1033,1628.1
23-10-2023,Gumgaon,Maharashtra,1692.69,1664.21,28.48,1.7,12.4,0,FALSE,0,89,93.1,transport_issue,2023-24,3441.8,1033,1664.21
24-10-2023,Gumgaon,Maharashtra,1692.69,1647.09,45.6,2.7,1.7,0,FALSE,0,96.9,94.6,labour_shortage,2023-24,3441.8,1033,1647.09
25-10-2023,Gumgaon,Maharashtra,1692.69,1633.34,59.35,3.5,1.7,0,FALSE,0,93.9,100,transport_issue,2023-24,3441.8,1033,1633.34
26-10-2023,Gumgaon,Maharashtra,1692.69,1654.03,38.66,2.3,4.1,0,FALSE,0,91.9,100,transport_issue,2023-24,3441.8,1033,1654.03
27-10-2023,Gumgaon,Maharashtra,1692.69,1681.2,11.49,0.7,3,0,FALSE,0,94.9,95.6,transport_issue,2023-24,3441.8,1033,1681.2
28-10-2023,Gumgaon,Maharashtra,1692.69,1586.03,106.66,6.3,0.5,0,FALSE,0,83.6,95.8,transport_issue,2023-24,3441.8,1033,1586.03
29-10-2023,Gumgaon,Maharashtra,1692.69,1665.72,26.97,1.6,0.4,0,FALSE,0,93.9,95.1,transport_issue,2023-24,3441.8,1033,1665.72
30-10-2023,Gumgaon,Maharashtra,1692.69,1609.48,83.21,4.9,1.8,0,FALSE,0,89.4,94.3,transport_issue,2023-24,3441.8,1033,1609.48
31-10-2023,Gumgaon,Maharashtra,1692.69,1679.01,13.68,0.8,4.1,0,FALSE,0,98.5,93.7,labour_shortage,2023-24,3441.8,1033,1679.01
01-11-2023,Gumgaon,Maharashtra,1692.69,1656.8,35.89,2.1,2.6,0,FALSE,0,86.9,97.5,transport_issue,2023-24,3441.8,1033,1656.8
02-11-2023,Gumgaon,Maharashtra,1692.69,1678.57,14.12,0.8,4.3,0,FALSE,0,92.2,100,transport_issue,2023-24,3441.8,1033,1678.57
03-11-2023,Gumgaon,Maharashtra,1692.69,1660.39,32.3,1.9,1.8,0,FALSE,0,94.5,99.7,transport_issue,2023-24,3441.8,1033,1660.39
04-11-2023,Gumgaon,Maharashtra,1692.69,1667.88,24.81,1.5,1.2,0,FALSE,0,100,97,labour_shortage,2023-24,3441.8,1033,1667.88
05-11-2023,Gumgaon,Maharashtra,1692.69,1597.33,95.36,5.6,6,0,TRUE,4.5,93.7,96.3,blasting_delay,2023-24,3441.8,1033,1597.33
06-11-2023,Gumgaon,Maharashtra,1692.69,1675.35,17.34,1,6.3,0,FALSE,0,89.6,95.2,transport_issue,2023-24,3441.8,1033,1675.35
07-11-2023,Gumgaon,Maharashtra,1692.69,1625.73,66.96,4,2.2,2.5,FALSE,0,90.3,99.7,transport_issue,2023-24,3441.8,1033,1625.73
08-11-2023,Gumgaon,Maharashtra,1692.69,1733.22,-40.53,-2.4,0.6,0,FALSE,0,100,100,none,2023-24,3441.8,1033,1733.22
09-11-2023,Gumgaon,Maharashtra,1692.69,1658.1,34.59,2,6.4,0,FALSE,0,95,97.7,transport_issue,2023-24,3441.8,1033,1658.1
10-11-2023,Gumgaon,Maharashtra,1692.69,1686.97,5.72,0.3,6.4,0,FALSE,0,93.9,95.4,transport_issue,2023-24,3441.8,1033,1686.97
11-11-2023,Gumgaon,Maharashtra,1692.69,1694.29,-1.6,-0.1,7.6,0,FALSE,0,95.1,96,none,2023-24,3441.8,1033,1694.29
12-11-2023,Gumgaon,Maharashtra,1692.69,1646.8,45.89,2.7,5.1,0,FALSE,0,89,96.5,transport_issue,2023-24,3441.8,1033,1646.8
13-11-2023,Gumgaon,Maharashtra,1692.69,1610.56,82.13,4.9,4.6,0,FALSE,0,87.2,95.6,transport_issue,2023-24,3441.8,1033,1610.56
14-11-2023,Gumgaon,Maharashtra,1692.69,1563.36,129.33,7.6,1.7,0,TRUE,5.8,98.2,95.6,blasting_delay,2023-24,3441.8,1033,1563.36
15-11-2023,Gumgaon,Maharashtra,1692.69,1674.26,18.43,1.1,1,0,FALSE,0,100,95,labour_shortage,2023-24,3441.8,1033,1674.26
16-11-2023,Gumgaon,Maharashtra,1692.69,1684.71,7.98,0.5,2.2,0,FALSE,0,86.6,95.7,transport_issue,2023-24,3441.8,1033,1684.71
17-11-2023,Gumgaon,Maharashtra,1692.69,1567.38,125.31,7.4,1.8,0,TRUE,5.2,84.2,95.7,transport_issue,2023-24,3441.8,1033,1567.38
18-11-2023,Gumgaon,Maharashtra,1692.69,1681.13,11.56,0.7,5.6,0,FALSE,0,96.7,91.8,labour_shortage,2023-24,3441.8,1033,1681.13
19-11-2023,Gumgaon,Maharashtra,1692.69,1641.92,50.77,3,4.3,0,FALSE,0,81.7,92.7,transport_issue,2023-24,3441.8,1033,1641.92
20-11-2023,Gumgaon,Maharashtra,1692.69,1576.4,116.29,6.9,0.6,0,FALSE,0,74.7,93.5,transport_issue,2023-24,3441.8,1033,1576.4
21-11-2023,Gumgaon,Maharashtra,1692.69,1622.51,70.18,4.1,2.3,0,FALSE,0,80,98.8,transport_issue,2023-24,3441.8,1033,1622.51
22-11-2023,Gumgaon,Maharashtra,1692.69,1688.86,3.83,0.2,6,0,FALSE,0,93.6,87.8,labour_shortage,2023-24,3441.8,1033,1688.86
23-11-2023,Gumgaon,Maharashtra,1692.69,1566.76,125.93,7.4,4.9,0,FALSE,0,71.4,90.3,transport_issue,2023-24,3441.8,1033,1566.76
24-11-2023,Gumgaon,Maharashtra,1692.69,1662.21,30.48,1.8,2,0,FALSE,0,95.9,91.3,labour_shortage,2023-24,3441.8,1033,1662.21
25-11-2023,Gumgaon,Maharashtra,1692.69,1581.46,111.23,6.6,1.1,3.7,FALSE,0,96.2,93,equipment_failure,2023-24,3441.8,1033,1581.46
26-11-2023,Gumgaon,Maharashtra,1692.69,1595.34,97.35,5.8,4.7,0,FALSE,0,90,85.6,labour_shortage,2023-24,3441.8,1033,1595.34
27-11-2023,Gumgaon,Maharashtra,1692.69,1516.59,176.1,10.4,3.4,7.5,FALSE,0,98.1,100,equipment_failure,2023-24,3441.8,1033,1516.59
28-11-2023,Gumgaon,Maharashtra,1692.69,1582.57,110.12,6.5,1.1,4.8,FALSE,0,95.8,99.9,equipment_failure,2023-24,3441.8,1033,1582.57
29-11-2023,Gumgaon,Maharashtra,1692.69,1595.72,96.97,5.7,2,0,FALSE,0,87.7,96.8,transport_issue,2023-24,3441.8,1033,1595.72
30-11-2023,Gumgaon,Maharashtra,1692.69,1678.5,14.19,0.8,4.3,0,FALSE,0,94,86.4,labour_shortage,2023-24,3441.8,1033,1678.5
01-12-2023,Gumgaon,Maharashtra,1692.69,1629.93,62.76,3.7,1.5,0,FALSE,0,96.6,95.5,labour_shortage,2023-24,3441.8,1033,1629.93
02-12-2023,Gumgaon,Maharashtra,1692.69,1593.18,99.51,5.9,5.5,0,FALSE,0,87.6,95.4,transport_issue,2023-24,3441.8,1033,1593.18
03-12-2023,Gumgaon,Maharashtra,1692.69,1700.39,-7.7,-0.5,8.3,0,FALSE,0,90.1,100,none,2023-24,3441.8,1033,1700.39
04-12-2023,Gumgaon,Maharashtra,1692.69,1645.96,46.73,2.8,0.9,0,FALSE,0,88.6,88.7,transport_issue,2023-24,3441.8,1033,1645.96
05-12-2023,Gumgaon,Maharashtra,1692.69,1618.31,74.38,4.4,1.7,0,FALSE,0,89.2,94,transport_issue,2023-24,3441.8,1033,1618.31
06-12-2023,Gumgaon,Maharashtra,1692.69,1590.32,102.37,6,4.8,0,FALSE,0,80.4,100,transport_issue,2023-24,3441.8,1033,1590.32
07-12-2023,Gumgaon,Maharashtra,1692.69,1638.86,53.83,3.2,9.7,0,FALSE,0,98.8,84.3,labour_shortage,2023-24,3441.8,1033,1638.86
08-12-2023,Gumgaon,Maharashtra,1692.69,1635.99,56.7,3.3,5.3,0,FALSE,0,94.2,97.3,transport_issue,2023-24,3441.8,1033,1635.99
09-12-2023,Gumgaon,Maharashtra,1692.69,1653.75,38.94,2.3,2.6,0,FALSE,0,95.2,100,transport_issue,2023-24,3441.8,1033,1653.75
10-12-2023,Gumgaon,Maharashtra,1692.69,1680.61,12.08,0.7,1.2,0,FALSE,0,95.4,95.6,transport_issue,2023-24,3441.8,1033,1680.61
11-12-2023,Gumgaon,Maharashtra,1692.69,1661.8,30.89,1.8,4.9,0,FALSE,0,96.8,93.6,labour_shortage,2023-24,3441.8,1033,1661.8
12-12-2023,Gumgaon,Maharashtra,1692.69,1673.95,18.74,1.1,6.9,0,FALSE,0,100,90.8,labour_shortage,2023-24,3441.8,1033,1673.95
13-12-2023,Gumgaon,Maharashtra,1692.69,1631.48,61.21,3.6,5.3,0,FALSE,0,96.6,100,transport_issue,2023-24,3441.8,1033,1631.48
14-12-2023,Gumgaon,Maharashtra,1692.69,1590.11,102.58,6.1,1,0,FALSE,0,84.5,95.3,transport_issue,2023-24,3441.8,1033,1590.11
15-12-2023,Gumgaon,Maharashtra,1692.69,1664.67,28.02,1.7,6.7,0,FALSE,0,85.9,92.6,transport_issue,2023-24,3441.8,1033,1664.67
16-12-2023,Gumgaon,Maharashtra,1692.69,1680.13,12.56,0.7,2.6,0,FALSE,0,88.3,95.5,transport_issue,2023-24,3441.8,1033,1680.13
17-12-2023,Gumgaon,Maharashtra,1692.69,1648,44.69,2.6,1.7,0,FALSE,0,89.5,94,transport_issue,2023-24,3441.8,1033,1648
18-12-2023,Gumgaon,Maharashtra,1692.69,1517.08,175.61,10.4,5.3,7.7,FALSE,0,95.9,100,equipment_failure,2023-24,3441.8,1033,1517.08
19-12-2023,Gumgaon,Maharashtra,1692.69,1551.38,141.31,8.3,3.7,2.4,FALSE,0,87.8,93.8,transport_issue,2023-24,3441.8,1033,1551.38
20-12-2023,Gumgaon,Maharashtra,1692.69,1599.74,92.95,5.5,3.2,2.7,FALSE,0,84.9,98.2,transport_issue,2023-24,3441.8,1033,1599.74
21-12-2023,Gumgaon,Maharashtra,1692.69,1685.86,6.83,0.4,1.3,0,FALSE,0,88.7,94,transport_issue,2023-24,3441.8,1033,1685.86
22-12-2023,Gumgaon,Maharashtra,1692.69,1649.69,43,2.5,3.1,0,FALSE,0,94,89.8,labour_shortage,2023-24,3441.8,1033,1649.69
23-12-2023,Gumgaon,Maharashtra,1692.69,1673.17,19.52,1.2,2.3,0,FALSE,0,89.9,91.4,transport_issue,2023-24,3441.8,1033,1673.17
24-12-2023,Gumgaon,Maharashtra,1692.69,1649.85,42.84,2.5,6.4,0,FALSE,0,91,89.1,labour_shortage,2023-24,3441.8,1033,1649.85
25-12-2023,Gumgaon,Maharashtra,1692.69,1668.93,23.76,1.4,13.3,0,FALSE,0,97,97.6,transport_issue,2023-24,3441.8,1033,1668.93
26-12-2023,Gumgaon,Maharashtra,1692.69,1606.27,86.42,5.1,7.4,0,FALSE,0,95.6,89.8,labour_shortage,2023-24,3441.8,1033,1606.27
27-12-2023,Gumgaon,Maharashtra,1692.69,1524.06,168.63,10,2.1,3.1,FALSE,0,86.8,94.2,transport_issue,2023-24,3441.8,1033,1524.06
28-12-2023,Gumgaon,Maharashtra,1692.69,1668.07,24.62,1.5,8.3,0,FALSE,0,95.2,94.3,labour_shortage,2023-24,3441.8,1033,1668.07
29-12-2023,Gumgaon,Maharashtra,1692.69,1651.34,41.35,2.4,4.7,0,FALSE,0,95.7,91.6,labour_shortage,2023-24,3441.8,1033,1651.34
30-12-2023,Gumgaon,Maharashtra,1692.69,1480.33,212.36,12.5,2.6,5.3,FALSE,0,86.7,93.4,transport_issue,2023-24,3441.8,1033,1480.33
31-12-2023,Gumgaon,Maharashtra,1692.69,1409.63,283.06,16.7,2.4,7.6,FALSE,0,79.9,89.6,transport_issue,2023-24,3441.8,1033,1409.63
01-01-2024,Gumgaon,Maharashtra,1692.69,1675.51,17.18,1,3.4,0,FALSE,0,92.2,99.4,transport_issue,2023-24,3441.8,1033,1675.51
02-01-2024,Gumgaon,Maharashtra,1692.69,1628.31,64.38,3.8,2.3,0,FALSE,0,100,93.2,labour_shortage,2023-24,3441.8,1033,1628.31
03-01-2024,Gumgaon,Maharashtra,1692.69,1641.06,51.63,3.1,1.7,0,FALSE,0,95.6,94.4,labour_shortage,2023-24,3441.8,1033,1641.06
04-01-2024,Gumgaon,Maharashtra,1692.69,1276.56,416.13,24.6,1.9,14.2,FALSE,0,88.1,99,equipment_failure,2023-24,3441.8,1033,1276.56
05-01-2024,Gumgaon,Maharashtra,1692.69,1685.24,7.45,0.4,4.8,0,FALSE,0,91.4,100,transport_issue,2023-24,3441.8,1033,1685.24
06-01-2024,Gumgaon,Maharashtra,1692.69,1538.33,154.36,9.1,3.4,4.5,FALSE,0,96.7,95,equipment_failure,2023-24,3441.8,1033,1538.33
07-01-2024,Gumgaon,Maharashtra,1692.69,1673.8,18.89,1.1,2.4,0,FALSE,0,93.8,97.4,transport_issue,2023-24,3441.8,1033,1673.8
08-01-2024,Gumgaon,Maharashtra,1692.69,1624.41,68.28,4,1.6,0,FALSE,0,83.6,92.8,transport_issue,2023-24,3441.8,1033,1624.41
09-01-2024,Gumgaon,Maharashtra,1692.69,1618.48,74.21,4.4,0.3,0,FALSE,0,93.1,92.1,labour_shortage,2023-24,3441.8,1033,1618.48
10-01-2024,Gumgaon,Maharashtra,1692.69,1658.44,34.25,2,1.2,0,FALSE,0,92.6,91.2,labour_shortage,2023-24,3441.8,1033,1658.44
11-01-2024,Gumgaon,Maharashtra,1692.69,1649.5,43.19,2.6,4.4,0,FALSE,0,87.9,91.2,transport_issue,2023-24,3441.8,1033,1649.5
12-01-2024,Gumgaon,Maharashtra,1692.69,1625.61,67.08,4,6.7,0,FALSE,0,95.7,99.1,transport_issue,2023-24,3441.8,1033,1625.61
13-01-2024,Gumgaon,Maharashtra,1692.69,1666.25,26.44,1.6,1.2,0,FALSE,0,91.4,94.1,transport_issue,2023-24,3441.8,1033,1666.25
14-01-2024,Gumgaon,Maharashtra,1692.69,1623.33,69.36,4.1,2.4,0,FALSE,0,87.5,87.9,transport_issue,2023-24,3441.8,1033,1623.33
15-01-2024,Gumgaon,Maharashtra,1692.69,1615.35,77.34,4.6,1.3,0,TRUE,3.2,95.2,95.4,blasting_delay,2023-24,3441.8,1033,1615.35
16-01-2024,Gumgaon,Maharashtra,1692.69,1641.7,50.99,3,3.5,0,FALSE,0,84.6,96.8,transport_issue,2023-24,3441.8,1033,1641.7
17-01-2024,Gumgaon,Maharashtra,1692.69,1453.88,238.81,14.1,1.9,3.9,TRUE,4.2,96.6,94.1,blasting_delay,2023-24,3441.8,1033,1453.88
18-01-2024,Gumgaon,Maharashtra,1692.69,1588.87,103.82,6.1,1.5,3.4,TRUE,1.2,96.3,94.7,equipment_failure,2023-24,3441.8,1033,1588.87
19-01-2024,Gumgaon,Maharashtra,1692.69,1630.84,61.85,3.7,0.4,0,FALSE,0,94,93.1,labour_shortage,2023-24,3441.8,1033,1630.84
20-01-2024,Gumgaon,Maharashtra,1692.69,1677.72,14.97,0.9,7.2,0,FALSE,0,100,99.8,none,2023-24,3441.8,1033,1677.72
21-01-2024,Gumgaon,Maharashtra,1692.69,1643.95,48.74,2.9,4.5,0,FALSE,0,92.3,94.4,transport_issue,2023-24,3441.8,1033,1643.95
22-01-2024,Gumgaon,Maharashtra,1692.69,1631.65,61.04,3.6,2.6,0,FALSE,0,86.5,88.8,transport_issue,2023-24,3441.8,1033,1631.65
23-01-2024,Gumgaon,Maharashtra,1692.69,1636.17,56.52,3.3,4.2,0,FALSE,0,80.1,98.8,transport_issue,2023-24,3441.8,1033,1636.17
24-01-2024,Gumgaon,Maharashtra,1692.69,1691,1.69,0.1,3.1,0,FALSE,0,90.3,93.2,transport_issue,2023-24,3441.8,1033,1691
25-01-2024,Gumgaon,Maharashtra,1692.69,1680.68,12.01,0.7,4.2,0,FALSE,0,92.3,99.1,transport_issue,2023-24,3441.8,1033,1680.68
26-01-2024,Gumgaon,Maharashtra,1692.69,1654.15,38.54,2.3,1,0,FALSE,0,82.5,99,transport_issue,2023-24,3441.8,1033,1654.15
27-01-2024,Gumgaon,Maharashtra,1692.69,1644.43,48.26,2.9,2.5,2.3,FALSE,0,98.3,100,equipment_failure,2023-24,3441.8,1033,1644.43
28-01-2024,Gumgaon,Maharashtra,1692.69,1659.86,32.83,1.9,7,0,FALSE,0,96.8,100,transport_issue,2023-24,3441.8,1033,1659.86
29-01-2024,Gumgaon,Maharashtra,1692.69,1657.39,35.3,2.1,5.9,0,FALSE,0,86.7,94.4,transport_issue,2023-24,3441.8,1033,1657.39
30-01-2024,Gumgaon,Maharashtra,1692.69,1631.87,60.82,3.6,2.7,0,FALSE,0,94.8,97.6,transport_issue,2023-24,3441.8,1033,1631.87
31-01-2024,Gumgaon,Maharashtra,1692.69,1660.91,31.78,1.9,1.1,0,FALSE,0,92.5,97.7,transport_issue,2023-24,3441.8,1033,1660.91
01-02-2024,Gumgaon,Maharashtra,1692.69,1475.51,217.18,12.8,7.7,3.9,FALSE,0,86.3,85.9,labour_shortage,2023-24,3441.8,1033,1475.51
02-02-2024,Gumgaon,Maharashtra,1692.69,1670.9,21.79,1.3,0.9,0,FALSE,0,100,100,none,2023-24,3441.8,1033,1670.9
03-02-2024,Gumgaon,Maharashtra,1692.69,1666.49,26.2,1.5,3.1,0,FALSE,0,92,88.2,labour_shortage,2023-24,3441.8,1033,1666.49
04-02-2024,Gumgaon,Maharashtra,1692.69,1645.73,46.96,2.8,5,0,FALSE,0,93.4,88.8,labour_shortage,2023-24,3441.8,1033,1645.73
05-02-2024,Gumgaon,Maharashtra,1692.69,1610.53,82.16,4.9,1,0,FALSE,0,90.2,95.8,transport_issue,2023-24,3441.8,1033,1610.53
06-02-2024,Gumgaon,Maharashtra,1692.69,1698.19,-5.5,-0.3,5,0,FALSE,0,100,91.6,none,2023-24,3441.8,1033,1698.19
07-02-2024,Gumgaon,Maharashtra,1692.69,1608.71,83.98,5,5,0,FALSE,0,90.7,88.7,labour_shortage,2023-24,3441.8,1033,1608.71
08-02-2024,Gumgaon,Maharashtra,1692.69,1661.77,30.92,1.8,5.3,0,FALSE,0,85.5,100,transport_issue,2023-24,3441.8,1033,1661.77
09-02-2024,Gumgaon,Maharashtra,1692.69,1610.6,82.09,4.8,3.1,0,FALSE,0,86,100,transport_issue,2023-24,3441.8,1033,1610.6
10-02-2024,Gumgaon,Maharashtra,1692.69,1713.88,-21.19,-1.3,7.1,0,FALSE,0,100,94.9,none,2023-24,3441.8,1033,1713.88
11-02-2024,Gumgaon,Maharashtra,1692.69,1622.13,70.56,4.2,1.5,0,FALSE,0,97,93.6,labour_shortage,2023-24,3441.8,1033,1622.13
12-02-2024,Gumgaon,Maharashtra,1692.69,1677.96,14.73,0.9,3.7,0,FALSE,0,94.9,97.9,transport_issue,2023-24,3441.8,1033,1677.96
13-02-2024,Gumgaon,Maharashtra,1692.69,1610.01,82.68,4.9,1.3,0,FALSE,0,88.4,96.7,transport_issue,2023-24,3441.8,1033,1610.01
14-02-2024,Gumgaon,Maharashtra,1692.69,1725.6,-32.91,-1.9,2.3,0,FALSE,0,99.2,94.7,none,2023-24,3441.8,1033,1725.6
15-02-2024,Gumgaon,Maharashtra,1692.69,1541.39,151.3,8.9,7.6,5.5,FALSE,0,95.3,87.6,labour_shortage,2023-24,3441.8,1033,1541.39
16-02-2024,Gumgaon,Maharashtra,1692.69,1639.26,53.43,3.2,3.6,0,FALSE,0,86.9,97.7,transport_issue,2023-24,3441.8,1033,1639.26
17-02-2024,Gumgaon,Maharashtra,1692.69,1663.78,28.91,1.7,3.4,0,FALSE,0,94.2,99,transport_issue,2023-24,3441.8,1033,1663.78
18-02-2024,Gumgaon,Maharashtra,1692.69,1602.46,90.23,5.3,0.9,0,FALSE,0,79.8,94.7,transport_issue,2023-24,3441.8,1033,1602.46
19-02-2024,Gumgaon,Maharashtra,1692.69,1644.53,48.16,2.8,2.7,0,FALSE,0,96.7,96.2,labour_shortage,2023-24,3441.8,1033,1644.53
20-02-2024,Gumgaon,Maharashtra,1692.69,1691.77,0.92,0.1,2.5,0,FALSE,0,95.2,97.6,transport_issue,2023-24,3441.8,1033,1691.77
21-02-2024,Gumgaon,Maharashtra,1692.69,1473.6,219.09,12.9,1.1,8.4,FALSE,0,97.3,100,equipment_failure,2023-24,3441.8,1033,1473.6
22-02-2024,Gumgaon,Maharashtra,1692.69,1543.67,149.02,8.8,7.1,2.4,FALSE,0,86.6,95.9,transport_issue,2023-24,3441.8,1033,1543.67
23-02-2024,Gumgaon,Maharashtra,1692.69,1696.99,-4.3,-0.3,2.4,0,FALSE,0,96.3,92.9,none,2023-24,3441.8,1033,1696.99
24-02-2024,Gumgaon,Maharashtra,1692.69,1621.75,70.94,4.2,6.8,0,FALSE,0,88.5,96.7,transport_issue,2023-24,3441.8,1033,1621.75
25-02-2024,Gumgaon,Maharashtra,1692.69,1666.54,26.15,1.5,2.1,0,FALSE,0,85,100,transport_issue,2023-24,3441.8,1033,1666.54
26-02-2024,Gumgaon,Maharashtra,1692.69,1591.9,100.79,6,7.7,0,FALSE,0,84.1,90.3,transport_issue,2023-24,3441.8,1033,1591.9
27-02-2024,Gumgaon,Maharashtra,1692.69,1572.15,120.54,7.1,0.3,0,TRUE,3.9,96.4,87.4,labour_shortage,2023-24,3441.8,1033,1572.15
28-02-2024,Gumgaon,Maharashtra,1692.69,1695.52,-2.83,-0.2,7.6,0,FALSE,0,99.2,97.7,none,2023-24,3441.8,1033,1695.52
29-02-2024,Gumgaon,Maharashtra,1692.69,1639.66,53.03,3.1,4.9,0,FALSE,0,92.2,99.4,transport_issue,2023-24,3441.8,1033,1639.66
01-03-2024,Gumgaon,Maharashtra,1692.69,1669.66,23.03,1.4,2.7,0,FALSE,0,91.2,97.2,transport_issue,2023-24,3441.8,1033,1669.66
02-03-2024,Gumgaon,Maharashtra,1692.69,1625,67.69,4,2.1,0,FALSE,0,91.4,100,transport_issue,2023-24,3441.8,1033,1625
03-03-2024,Gumgaon,Maharashtra,1692.69,1684.6,8.09,0.5,1,0,FALSE,0,92.9,88.1,labour_shortage,2023-24,3441.8,1033,1684.6
04-03-2024,Gumgaon,Maharashtra,1692.69,1482.9,209.79,12.4,2.8,7,FALSE,0,95.9,90.6,equipment_failure,2023-24,3441.8,1033,1482.9
05-03-2024,Gumgaon,Maharashtra,1692.69,1700.5,-7.81,-0.5,2.1,0,FALSE,0,100,100,none,2023-24,3441.8,1033,1700.5
06-03-2024,Gumgaon,Maharashtra,1692.69,1683.61,9.08,0.5,3.7,0,FALSE,0,90.8,100,transport_issue,2023-24,3441.8,1033,1683.61
07-03-2024,Gumgaon,Maharashtra,1692.69,1658.71,33.98,2,7.2,0,FALSE,0,93.5,98.3,transport_issue,2023-24,3441.8,1033,1658.71
08-03-2024,Gumgaon,Maharashtra,1692.69,1648.05,44.64,2.6,0.9,0,FALSE,0,100,96.8,labour_shortage,2023-24,3441.8,1033,1648.05
09-03-2024,Gumgaon,Maharashtra,1692.69,1641.4,51.29,3,1.9,0,FALSE,0,94.7,100,transport_issue,2023-24,3441.8,1033,1641.4
10-03-2024,Gumgaon,Maharashtra,1692.69,1432.9,259.79,15.3,3.8,6.7,TRUE,1.2,85.7,95.6,transport_issue,2023-24,3441.8,1033,1432.9
11-03-2024,Gumgaon,Maharashtra,1692.69,1658.24,34.45,2,3.4,0,FALSE,0,91.5,91.2,labour_shortage,2023-24,3441.8,1033,1658.24
12-03-2024,Gumgaon,Maharashtra,1692.69,1616.7,75.99,4.5,11.9,0,FALSE,0,91.5,94.1,transport_issue,2023-24,3441.8,1033,1616.7
13-03-2024,Gumgaon,Maharashtra,1692.69,1576.24,116.45,6.9,6,0,TRUE,5.6,100,96.8,blasting_delay,2023-24,3441.8,1033,1576.24
14-03-2024,Gumgaon,Maharashtra,1692.69,1705.01,-12.32,-0.7,3.2,0,FALSE,0,96.2,100,none,2023-24,3441.8,1033,1705.01
15-03-2024,Gumgaon,Maharashtra,1692.69,1725.73,-33.04,-2,4.8,0,FALSE,0,100,94.8,none,2023-24,3441.8,1033,1725.73
16-03-2024,Gumgaon,Maharashtra,1692.69,1593.82,98.87,5.8,7.3,0,FALSE,0,87.5,95.1,transport_issue,2023-24,3441.8,1033,1593.82
17-03-2024,Gumgaon,Maharashtra,1692.69,1650.25,42.44,2.5,1.3,0,FALSE,0,97.3,94.7,labour_shortage,2023-24,3441.8,1033,1650.25
18-03-2024,Gumgaon,Maharashtra,1692.69,1716.79,-24.1,-1.4,2.9,0,FALSE,0,100,99.8,none,2023-24,3441.8,1033,1716.79
19-03-2024,Gumgaon,Maharashtra,1692.69,1619.64,73.05,4.3,6,0,FALSE,0,93.2,95.8,transport_issue,2023-24,3441.8,1033,1619.64
20-03-2024,Gumgaon,Maharashtra,1692.69,1627.93,64.76,3.8,0.9,0,FALSE,0,89.5,93.2,transport_issue,2023-24,3441.8,1033,1627.93
21-03-2024,Gumgaon,Maharashtra,1692.69,1545.97,146.72,8.7,1.1,3.7,FALSE,0,81.3,95.9,transport_issue,2023-24,3441.8,1033,1545.97
22-03-2024,Gumgaon,Maharashtra,1692.69,1664.16,28.53,1.7,1.6,0,FALSE,0,87.8,91,transport_issue,2023-24,3441.8,1033,1664.16
23-03-2024,Gumgaon,Maharashtra,1692.69,1580.44,112.25,6.6,5.6,0,TRUE,2.7,98.6,92.2,labour_shortage,2023-24,3441.8,1033,1580.44
24-03-2024,Gumgaon,Maharashtra,1692.69,1586.92,105.77,6.2,3.3,0,FALSE,0,87.6,91.6,transport_issue,2023-24,3441.8,1033,1586.92
